Year,Month,Day,Time (in MPH),Speed
Year,Month,Day,Time (in MPH),Speed
Year,Month,Day,Time (in MPH),Speed
2021,05,02,16:11:14,1.768399988624849
Year,Month,Day,Time (in MPH),Speed
Year,Month,Day,Time (in MPH),Speed
2021,05,02,11:20:27,5.291801138936209
2021,05,02,11:20:32,5.153635756249281
2021,05,02,11:20:47,2.718108812539871
2021,05,02,11:20:49,3.2051231865888177
2021,05,02,11:20:51,3.766201868844179
2021,05,02,11:20:52,11.147751074565504
2021,05,02,11:20:53,6.452898556212113
2021,05,02,11:20:53,5.477576197331387
2021,05,02,11:20:53,3.3700208655041237
2021,05,02,11:21:04,3.1294566312255174
2021,05,02,11:21:16,3.367737739470812
Year,Month,Day,Time (in MPH),Speed
2021,05,02,11:26:54,154.85728470271766
2021,05,02,11:26:55,11.080521101644543
2021,05,02,11:26:55,32.91159957627119
2021,05,02,11:26:56,22.815629717269793
2021,05,02,11:27:03,32.52494474816797
2021,05,02,11:27:03,16.22661037604457
2021,05,02,11:27:16,13.159267109992227
2021,05,02,11:27:16,16.135781060649776
Year,Month,Day,Time (in MPH),Speed
2021,05,02,11:29:10,10.165424745516239
2021,05,02,11:29:28,3.722444551872723
2021,05,02,11:29:44,4.288384285057001
2021,05,02,11:29:52,3.7510099405767248
2021,05,02,11:29:54,3.581465502518999
2021,05,02,11:29:55,5.028260690198887
2021,05,02,11:29:56,3.0025443839931274
Year,Month,Day,Time (in MPH),Speed
2021,05,02,11:31:40,27.33082937042219
2021,05,02,11:31:58,9.145280457890433
2021,05,02,11:32:12,7.120672721870887
2021,05,02,11:32:49,15.440867284329363
2021,05,02,11:33:30,7.4509265311606026
2021,05,02,11:33:37,9.686499422632794
2021,05,02,11:34:37,8.678590383570855
2021,05,02,11:35:27,9.950781138790035
2021,05,02,11:35:34,7.664238008222932
2021,05,02,11:35:53,10.056957798825081
2021,05,02,11:35:59,9.70611339311542
2021,05,02,11:36:00,9.835277875483643
2021,05,02,11:36:55,9.954323602705587
2021,05,02,11:37:00,9.253222105785671
2021,05,02,11:37:00,14.305909556022964
2021,05,02,11:37:55,14.626867480383606
2021,05,02,11:39:12,10.022711631519204
Year,Month,Day,Time (in KPH),Speed
2021,05,02,11:40:13,16.586757917913744
2021,05,02,11:40:22,15.31997533975261
2021,05,02,11:40:23,16.898187845024406
2021,05,02,11:41:26,14.180632635913863
2021,05,02,11:41:35,35.877964683013396
2021,05,02,11:41:39,35.08968885339856
2021,05,02,11:41:40,23.376649871201348
2021,05,02,11:41:40,11.713633205544467
Year,Month,Day,Time (in KPH),Speed
Year,Month,Day,Time (in KPH),Speed
2021,05,02,11:46:27,37.90964527385278
2021,05,02,11:46:29,16.248374880411625
Year,Month,Day,Time (in KPH),Speed
2021,05,02,11:51:26,15.03001811332665
2021,05,02,11:51:32,12.315375794600978
2021,05,02,11:51:33,12.194421250285288
2021,05,02,11:51:39,15.821813383404628
2021,05,02,11:52:12,11.799245214303864
2021,05,02,11:53:15,27.3392582982254
Year,Month,Day,Time,Speed(km/h),Correct direction
2021,05,02,11:55:47,14.13018403127196,1
2021,05,02,11:56:01,23.56425601220108,1
2021,05,02,11:56:09,16.284634824354644,1
2021,05,02,11:56:13,11.843423223152152,1
2021,05,02,11:56:33,14.863707425697767,1
2021,05,02,11:58:10,11.607878133611349,1
2021,05,02,11:58:18,14.039062260180948,1
2021,05,02,11:58:31,18.702157414057556,1
2021,05,02,11:58:47,14.10433293568406,1
2021,05,02,11:58:53,14.862071084262675,1
2021,05,02,11:59:00,11.646077941709585,1
2021,05,02,11:59:15,15.18214380273279,1
2021,05,02,12:01:05,11.428539487314284,1
2021,05,02,12:01:16,14.92863238901913,1
2021,05,02,12:01:20,16.058001985714284,1
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
2021,05,02,12:04:44,15.232679570538787,1
2021,05,02,12:04:53,16.098956967743753,1
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
Year,Month,Day,Time,Speed(km/h),Correct direction
2021,05,02,13:15:06,26.599237877265196,1
